t_len,rmse,mean,median,std,min,max
5,0.004086947173283528,0.003991066991133996,0.0037158337952913336,0.0008800690140499478,0.0028929559264491943,0.005535287501162105
17,0.006281084371477466,0.005264304613390371,0.0040494914962093355,0.0034262396032757746,0.0013296016365095355,0.01569856881601779
6,0.002933436892749224,0.002581631071658886,0.002099529662089819,0.0013929224722099983,0.0007398621893899702,0.005010005956116848
6,0.0022984125876393713,0.0018815844297837049,0.0018053574746610668,0.001319977445494672,0.00011605994047738708,0.003827993587639784
7,0.0031129585919145563,0.002888424074126997,0.002733423371933647,0.0011608262415100103,0.001240543080332459,0.004654213256378263
5,0.0004753426811416639,0.0004558169636910734,0.0005081072874221751,0.00013483901559413822,0.0002576897196496874,0.0006290542093966726
6,0.0034640088991638503,0.0031723959093371517,0.003359647863958633,0.0013911368904271273,0.0013943537529317702,0.005356437781556914
6,0.0028879256790366537,0.002608174989863938,0.002378100527921656,0.0012399749795409443,0.0009004901844578199,0.0044234817476020176
6,0.0032011067642166153,0.0029167908521217285,0.0031145794551327884,0.001318869076478923,0.0010798908192165353,0.004797094051319808
