t_len,rmse,mean,median,std,min,max
8,0.0034987938598181763,0.003126583077651057,0.0026101601102094425,0.0015703619748476513,0.0014846970303042117,0.006066169474149242
7,0.007050850394662745,0.006561766306117884,0.006776164617031003,0.002580254683517086,0.0017754135749043394,0.011354108075337188
6,0.005549223943696655,0.004854204174853845,0.005400316855356619,0.002688975307831547,0.0006678542055818214,0.007916581337719705
6,0.004408674986145723,0.004067536155645085,0.0037496485504275945,0.0017004601600704985,0.002225806628732667,0.0070866141934493735
9,0.004324686723723242,0.0038430180358632157,0.0036082175656915153,0.0019834635450086055,0.0012157282000256483,0.0077092542565380985
8,0.004406650802762563,0.004308121101161553,0.004426458716933316,0.0009266411793215911,0.002748911802267976,0.005497873615347084
6,0.00478288189119718,0.0042336805938965275,0.0040179100458011974,0.0022252882541382935,0.001672301225485911,0.008314179668579344
9,0.012194204130585324,0.01078980061030028,0.011180981654042655,0.005681444989467718,0.0021755554005210096,0.020360893818253165
9,0.007411417029136146,0.006651642658780701,0.004569072628424747,0.00326875393990708,0.002278994529046874,0.012999140109195463
